NAME, STREET, CITY, STATE, ZIP, LATITUDE, LONGITUDE, DISTRICT, REPRESENTATIVE, SENATOR 1, SENATOR 2 
PALMER GREEN EST, 1 BEACON DRIVE, Palmer, MA, 01069, 42.167926, -72.339527, MA-2, Richard Neal (D), Edward Kennedy (D), John Kerry (D) 
PARK GARDENS (METHUEN), 10 BURNHAM RD, Methuen, MA, 01844, 42.705530, -71.202111, MA-5, Nicola Tsongas (D), Edward Kennedy (D), John Kerry (D) 
PEIRCE HOUSE, 88 CHESTNUT ST, Newton, MA, 02465, 42.347009, -71.224492, MA-4, Barney Frank (D), Edward Kennedy (D), John Kerry (D) 
PEQUOIG HOUSE, 416 MAIN ST, Athol, MA, 01331, 42.594195, -72.231514, MA-1, John Olver (D), Edward Kennedy (D), John Kerry (D) 
PETER SANBORN PLACE, 50 BAY STATE ROAD, Reading, MA, 01867, 42.526260, -71.083571, MA-6, John Tierney (D), Edward Kennedy (D), John Kerry (D) 
PHEASANT HILL VLGE, 25 PHEASANT HILL, Agawam, MA, 01030, 42.062714, -72.693492, MA-2, Richard Neal (D), Edward Kennedy (D), John Kerry (D) 
PINE CREST II, 383 E RIVER ST, Orange, MA, 01364, 42.582077, -72.289887, MA-1, John Olver (D), Edward Kennedy (D), John Kerry (D) 
PLUMLEY VILLAGE EAST, 15 LAUREL ST, Worcester, MA, 01608, 42.269062, -71.795573, MA-3, James McGovern (D), Edward Kennedy (D), John Kerry (D) 
PLUMLEY VILLAGE EAST, 15 LAUREL ST, Worcester, MA, 01608, 42.269062, -71.795573, MA-3, James McGovern (D), Edward Kennedy (D), John Kerry (D) 
POWER TOWN, 152 AVENUE A, Gill, MA, 01376, 42.604326, -72.560822, MA-1, John Olver (D), Edward Kennedy (D), John Kerry (D) 
PRESCOTT MILL, 24 WATER STREET, Clinton, MA, 01510, 42.421678, -71.685465, MA-3, James McGovern (D), Edward Kennedy (D), John Kerry (D) 
PRESIDENTIAL GARDENS, 1 EVERGREEN DR, Haverhill, MA, 01835, 42.759794, -71.092279, MA-5, Nicola Tsongas (D), Edward Kennedy (D), John Kerry (D) 
PROJECT 3, 149 WORCESTER, Boston - South End, MA, 02118, 42.341333, -71.079792, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
PROSPECT HEIGHTS, 41 CHESTNUT ST, Holyoke, MA, 01040, 42.211030, -72.607125, MA-1, John Olver (D), Edward Kennedy (D), John Kerry (D) 
PULASKI HEIGHTS, 76 MAPLE ST, Holyoke, MA, 01040, 42.210173, -72.605276, MA-1, John Olver (D), Edward Kennedy (D), John Kerry (D) 
PULASKI HEIGHTS, 76 MAPLE ST, Holyoke, MA, 01040, 42.210173, -72.605276, MA-1, John Olver (D), Edward Kennedy (D), John Kerry (D) 
PYNCHON TERRACE I, 202 PLAINFIELD ST, Springfield, MA, 01107, 42.112780, -72.610063, MA-2, Richard Neal (D), Edward Kennedy (D), John Kerry (D) 
QUAKER MEADOWS, 65 MEMORIAL PARK, Lynn, MA, 01902, 42.475434, -70.944221, MA-6, John Tierney (D), Edward Kennedy (D), John Kerry (D) 
QUEEN ANNES GATE 1, 148 COLONELS LANE, Weymouth, MA, 02189, 42.198236, -70.919666, MA-10, William Delahunt (D), Edward Kennedy (D), John Kerry (D) 
RAP-UP I, 31 MARCELLA STREET, Boston - Roxbury, MA, 02119, 42.322007, -71.094956, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
RITA HALL, 490 HAMPSHIRE ST, Lawrence, MA, 01841, 42.718370, -71.171794, MA-5, Nicola Tsongas (D), Edward Kennedy (D), John Kerry (D) 
RIVER RUN APTS, 600 MAIN STREET, Dalton, MA, 01226, 42.473037, -73.166191, MA-1, John Olver (D), Edward Kennedy (D), John Kerry (D) 
RIVERSIDE TOWERS, 99 RIVERSIDE AVENUE, Medford, MA, 02155, 42.415860, -71.106271, MA-7, Edward Markey (D), Edward Kennedy (D), John Kerry (D) 
RIVERSIDE VILLAGE, 1 STATE STREET, Leominster, MA, 01453, 42.555974, -71.770091, MA-1, John Olver (D), Edward Kennedy (D), John Kerry (D) 
RIVERVIEW HOMES, 341 WEST STREET, Pittsfield, MA, 01201, 42.448384, -73.264225, MA-1, John Olver (D), Edward Kennedy (D), John Kerry (D) 
ROBINSON MILL, 59 GREEN STREET, Malden, MA, 02148, 42.418890, -71.070687, MA-7, Edward Markey (D), Edward Kennedy (D), John Kerry (D) 
ROCK HARBOR VLGE, 9 MAIN ST, Orleans, MA, 02653, 41.789690, -69.995314, MA-10, William Delahunt (D), Edward Kennedy (D), John Kerry (D) 
ROCKDALE COMMON, 46 PLANTATION ST, Northbridge, MA, 01534, 42.152857, -71.646239, MA-2, Richard Neal (D), Edward Kennedy (D), John Kerry (D) 
ROGERS HALL, 196 ROGERS ST, Lowell, MA, 01852, 42.636519, -71.296416, MA-5, Nicola Tsongas (D), Edward Kennedy (D), John Kerry (D) 
ROLFE HOUSE, 7 WILLOW ST, Lynn, MA, 01901, 42.464189, -70.945178, MA-6, John Tierney (D), Edward Kennedy (D), John Kerry (D) 
ROSLINDALE SCHOOL, 120 POPLAR ST, Boston - Roslindale, MA, 02131, 42.283809, -71.128365, MA-9, Stephen Lynch (D), Edward Kennedy (D), John Kerry (D) 
ROXSE HOMES, 1050 TREMONT ST., Boston - Roxbury, MA, 02120, 42.335978, -71.086484, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
SAINT BOTOLPH, 150 ST BOTOLPH, Boston - South End, MA, 02115, 42.343339, -71.082695, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
SAUGUS COMMONS, 63 NEWHALL AVE, Saugus, MA, 01906, 42.467305, -71.018703, MA-6, John Tierney (D), Edward Kennedy (D), John Kerry (D) 
SAVIN HILL APTS, 130 AUCKLAND ST, Boston - Dorchester, MA, 02125, 42.310052, -71.056313, MA-9, Stephen Lynch (D), Edward Kennedy (D), John Kerry (D) 
SEABURY HEIGHTS, 240 BELMONT ST, Worcester, MA, 01604, 42.273101, -71.782736, MA-3, James McGovern (D), Edward Kennedy (D), John Kerry (D) 
SHAWME HEIGHTS APTS, 5 LEVERIDGE LN, Sandwich, MA, 02563, 41.765144, -70.507644, MA-10, William Delahunt (D), Edward Kennedy (D), John Kerry (D) 
SHERWOOD VILLAGE, 145 MILL STREET, Natick, MA, 01760, 42.287980, -71.383453, MA-7, Edward Markey (D), Edward Kennedy (D), John Kerry (D) 
SHORE PLAZA EAST, 730 BORDER STREET, Boston - East Boston, MA, 02128, 42.382426, -71.040366, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
SILSBEE TOWER, 57 SILSBEE ST, Lynn, MA, 01901, 42.464379, -70.941005, MA-6, John Tierney (D), Edward Kennedy (D), John Kerry (D) 
SIMON C FIREMAN COMMUNITY, 640 N MAIN ST, Randolph, MA, 02368, 42.179305, -71.051027, MA-9, Stephen Lynch (D), Edward Kennedy (D), John Kerry (D) 
SOLEMAR II, 26 SEA BREEZE DR, Dartmouth, MA, 02748, 41.599093, -70.935765, MA-4, Barney Frank (D), Edward Kennedy (D), John Kerry (D) 
SONOMA,MAPLE,SCHUYLER, 1 MAPLE CT, Boston - Dorchester, MA, 02121, 42.308151, -71.085897, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
SOUTH COVE APARTMENTS, 230 STUART ST, Boston - South End, MA, 02116, 42.350395, -71.069022, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
SOUTH END APARTMENTS, 42 CUNARD STREET, Boston - Lower Roxbury, MA, 02120, 42.336746, -71.086424, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
SOUTH END COOP. HOUSING, 163 W SPRINGFIELD ST, Boston - South End, MA, 02118, 42.339344, -71.078919, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
SOUTH END TENANTS HSG I, 106 W CONCORD ST, Boston - South End, MA, 02118, 42.338959, -71.076485, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
SOUTH END TENANTS HSG II, 139 PEMBROKE ST, Boston - South End, MA, 02118, 42.343342, -71.077226, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
ST FRAN OF ASSISI @ BTREE, 53 INDEPENDENCE AVE, Braintree, MA, 02184, 42.228724, -71.005427, MA-9, Stephen Lynch (D), Edward Kennedy (D), John Kerry (D) 
ST MARY&#039;S PLAZA, 30 PLEASANT ST, Lynn, MA, 01902, 42.462943, -70.952410, MA-6, John Tierney (D), Edward Kennedy (D), John Kerry (D) 
ST MATHIEUS SCHOOL, 221 WELLINGTON ST, Fall River, MA, 02720, 41.723275, -71.147829, MA-4, Barney Frank (D), Edward Kennedy (D), John Kerry (D) 
ST MICHAEL&#039;S HOUSE, 71 STATE ST, Northampton, MA, 01060, 42.320305, -72.634383, MA-2, Richard Neal (D), Edward Kennedy (D), John Kerry (D) 
STEARNS APARTMENTS, 10 TEMPLE PLACE, Boston - Downtown, MA, 02111, 42.355496, -71.062518, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
STONY BROOK COURT, 51 HIXSON FARM RD, Sharon, MA, 02067, 42.135574, -71.157915, MA-4, Barney Frank (D), Edward Kennedy (D), John Kerry (D) 
SUMNER ST HSG FOR THE ELD, 195 SUMNER STREET, Newton, MA, 02459, 42.331278, -71.192207, MA-4, Barney Frank (D), Edward Kennedy (D), John Kerry (D) 
SWAN POND VILLAGE, 1100 ALEWIFE CIRCLE, Yarmouth, MA, 02664, 41.657509, -70.209278, MA-10, William Delahunt (D), Edward Kennedy (D), John Kerry (D) 
SYMPHONY PLAZA EAST, 334 MASS AVE, Boston - Fenway, MA, 02115, 42.341059, -71.101586, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
SYMPHONY PLAZA WEST, 333 MASS AVE, Boston - Fenway, MA, 02115, 42.341019, -71.101541, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
TAB I (713 DUDLEY ST), 3 MONADNOCK ST, Boston - Dorchester, MA, 02125, 42.317804, -71.067460, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
TABER MILL, 217 DEANE ST, New Bedford, MA, 02746, 41.660521, -70.933843, MA-4, Barney Frank (D), Edward Kennedy (D), John Kerry (D) 
TAUNTON GREEN, 31 SCHOOL ST, Taunton, MA, 02780, 41.902921, -71.091797, MA-4, Barney Frank (D), Edward Kennedy (D), John Kerry (D) 
TAURUS AT FTN HILL, 16 AKRON ST, Boston - Roxbury, MA, 02119, 42.326085, -71.085793, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
TECUMSEH MILL, 164 HARTWELL ST, Fall River, MA, 02721, 41.697558, -71.153024, MA-4, Barney Frank (D), Edward Kennedy (D), John Kerry (D) 
THANE STREET APTS, 22 THANE ST, Boston - Dorchester, MA, 02124, 42.296694, -71.076393, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
THE ACADEMY, 102 SO MAIN STREET, Fall River, MA, 02721, 41.700678, -71.155741, MA-4, Barney Frank (D), Edward Kennedy (D), John Kerry (D) 
THE CAR BARN, 1959 PURCHASE ST, New Bedford, MA, 02740, 41.651897, -70.929517, MA-4, Barney Frank (D), Edward Kennedy (D), John Kerry (D) 
THE CLOSE BUILDING, 243 BROADWAY, Cambridge, MA, 02139, 42.367015, -71.095189, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
THEROCH I, 129 COLUMBIA ROAD, Boston - N Dorchester, MA, 02121, 42.320550, -71.057090, MA-9, Stephen Lynch (D), Edward Kennedy (D), John Kerry (D) 
TOWN BROOK HOUSE, 45 BRACKETT ST, Quincy, MA, 02169, 42.252332, -70.994004, MA-10, William Delahunt (D), Edward Kennedy (D), John Kerry (D) 
TRINITY VILLAGE, 283 GROVE STREET, Brockton, MA, 02302, 42.077493, -71.011319, MA-9, Stephen Lynch (D), Edward Kennedy (D), John Kerry (D) 
UPHAM&#039;S CORNER, 481 COLUMBIA ROAD, Boston - Dorchester, MA, 02125, 42.313903, -71.067275, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
UPLAND GDNS (AUTUMN WDS), 7 UPLAND GARDENS DR, Worcester, MA, 01607, 42.222161, -71.803912, MA-3, James McGovern (D), Edward Kennedy (D), John Kerry (D) 
VALEBROOK, 11 SUMMER ST, Lawrence, MA, 01840, 42.711095, -71.153045, MA-5, Nicola Tsongas (D), Edward Kennedy (D), John Kerry (D) 
VAN DER HAYDEN, 774 STATE ST, Springfield, MA, 01109, 42.110971, -72.566014, MA-2, Richard Neal (D), Edward Kennedy (D), John Kerry (D) 
VBC APTS (GRANITE 1B), 495 BLUE HILL AV, Boston - Dorchester, MA, 02121, 42.308182, -71.083740, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
VICTORIA APARTMENTS, 65 WEST DEDHAM ST, Boston - South End, MA, 02118, 42.341631, -71.072469, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
VICTORY GDNS PLAZA, 54 ORLEANS STREET, Boston - East Boston, MA, 02128, 42.368420, -71.037760, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
VILLAGE PARK, 1 VILLAGE PARK RD, Amherst, MA, 01002, 42.394720, -72.515622, MA-1, John Olver (D), Edward Kennedy (D), John Kerry (D) 
VIVIENDAS APARTMENTS, 640 TREMONT ST, Boston - South End, MA, 02118, 42.342230, -71.074910, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
WAIT STREET, 768 HUNTINGTON AVENUE, Boston - Fenway, MA, 02115, 42.333311, -71.106469, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
WALDEN SQUARE APARTMENTS, 21 WALDEN SQUARE RD, Cambridge, MA, 02140, 42.389472, -71.129549, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
WALLINGFORD HSG, 28 WALLINGFORD RD, Boston - Brighton, MA, 02135, 42.341902, -71.151505, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
WARDMAN APARTMENTS, 3 WARDMAN ROAD, Boston - Roxbury, MA, 02119, 42.315599, -71.094512, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
WASHINGTON HEIGHTS-DEMO, 195 HUMBOLDT AVE., Boston - Dorchester, MA, 02121, 42.313148, -71.089494, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
WASHINGTON HOUSE, 40 VERNON ST, Taunton, MA, 02780, 41.895882, -71.104690, MA-4, Barney Frank (D), Edward Kennedy (D), John Kerry (D) 
WATERVIEW APTS, 1350 COLUMBIA RD, Boston - South Boston, MA, 02127, 42.330867, -71.045530, MA-9, Stephen Lynch (D), Edward Kennedy (D), John Kerry (D) 
WATERWAY APTS, 106 WATER STREET, Leominster, MA, 01453, 42.527878, -71.755130, MA-1, John Olver (D), Edward Kennedy (D), John Kerry (D) 
WEEKS SCHOOL APTS, 7 HEREWARD ROAD, Newton, MA, 02459, 42.324785, -71.197265, MA-4, Barney Frank (D), Edward Kennedy (D), John Kerry (D) 
WELLINGTON COMMUNITY, 714 MAIN STREET, Worcester, MA, 01610, 42.257963, -71.807800, MA-3, James McGovern (D), Edward Kennedy (D), John Kerry (D) 
WEST END PLACE, 150 STANIFORD STREET, Boston - West End, MA, 02114, 42.364428, -71.064210, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
WESTBOROUGH VILL, 12 BEACH ST, Westborough, MA, 01581, 42.265421, -71.607584, MA-3, James McGovern (D), Edward Kennedy (D), John Kerry (D) 
WESTLAND AVENUE APTS, 65 WESTLAND AVE, Boston - Fenway, MA, 02115, 42.343973, -71.088482, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
WHITTIER TERRACE, 86 AUSTIN ST, Worcester, MA, 01609, 42.261228, -71.808502, MA-3, James McGovern (D), Edward Kennedy (D), John Kerry (D) 
WILBRAHAM COMMONS, 269 STONY HILL RD, Wilbraham, MA, 01095, 42.142170, -72.471926, MA-2, Richard Neal (D), Edward Kennedy (D), John Kerry (D) 
WILLOW APARTMENTS, 19 WILLOW ST, Lynn, MA, 01901, 42.464621, -70.945486, MA-6, John Tierney (D), Edward Kennedy (D), John Kerry (D) 
WILSON GARDENS, 10 WILSON TERRACE, Lynn, MA, 01902, 42.465194, -70.933389, MA-6, John Tierney (D), Edward Kennedy (D), John Kerry (D) 
WINSLOW VILLAGE II, 1554 OCEAN STREET, Marshfield, MA, 02050, 42.093869, -70.690008, MA-10, William Delahunt (D), Edward Kennedy (D), John Kerry (D) 
WOOD RIDGE HOMES, 10 WOODRIDGE DR, North Andover, MA, 01845, 42.682718, -71.132684, MA-6, John Tierney (D), Edward Kennedy (D), John Kerry (D) 
WOODBOURNE APARTMENTS, 6 SOUTHBOURNE RD, Boston - Jamaica Plain, MA, 02130, 42.289844, -71.117713, MA-9, Stephen Lynch (D), Edward Kennedy (D), John Kerry (D) 
WOODBURY BUILDING, 201 SUMNER STREET, Boston - East Boston, MA, 02128, 42.368885, -71.040062, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
WOODLEDGE/MORRANT BAY, 99 WOODLEDGE ST, Boston - Dorchester, MA, 02125, 42.314708, -71.074668, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
WOODS AT WAREHAM, 36 SWIFTS BEACH RD, Wareham, MA, 02571, 41.751418, -70.728857, MA-4, Barney Frank (D), Edward Kennedy (D), John Kerry (D) 
, , , , , 0.000000, 0.000000, , , ,  
