NAME, STREET, CITY, STATE, ZIP, LATITUDE, LONGITUDE, DISTRICT, REPRESENTATIVE, SENATOR 1, SENATOR 2 
HOPE-IN-ACTION, 18 DAISY STREET, Lawrence, MA, 01841, 42.713348, -71.174270, MA-5, Nicola Tsongas (D), Edward Kennedy (D), John Kerry (D) 
HUNTER PLACE, 69 ANDREW ST, Springfield, MA, 01109, 42.114301, -72.562393, MA-2, Richard Neal (D), Edward Kennedy (D), John Kerry (D) 
INDEPENDENCE MANOR, 41 INDEPENDENCE AVE, Braintree, MA, 02184, 42.229529, -71.005522, MA-9, Stephen Lynch (D), Edward Kennedy (D), John Kerry (D) 
INDIAN MOTOCYCLE, 837 STATE ST, Springfield, MA, 01109, 42.112161, -72.562035, MA-2, Richard Neal (D), Edward Kennedy (D), John Kerry (D) 
INFILL, 74 INTERVALE ST, Boston - Dorchester, MA, 02121, 42.311080, -71.078290, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
INFILL I, 99 BRUNSWICK ST, Boston - Dorchester, MA, 02121, 42.310581, -71.079867, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
INMAN SQUARE APTS, 1221 CAMBRIDGE ST, Cambridge, MA, 02139, 42.373400, -71.098298, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
INTERFAITH HSG, 42 GARFIELD STREET, Lexington, MA, 02421, 42.460306, -71.246098, MA-7, Edward Markey (D), Edward Kennedy (D), John Kerry (D) 
ISLAND CREEK WEST - II, 30 TREMONT ST, Duxbury, MA, 02332, 42.014061, -70.724846, MA-10, William Delahunt (D), Edward Kennedy (D), John Kerry (D) 
JACKSON STREET, 27, 27 Jackson Street, Lowell, MA, 01852, 42.642439, -71.309255, MA-5, Nicola Tsongas (D), Edward Kennedy (D), John Kerry (D) 
JACLEN TOWER, 221 RANTOUL ST, Beverly, MA, 01915, 42.548796, -70.883808, MA-6, John Tierney (D), Edward Kennedy (D), John Kerry (D) 
JARVIS HEIGHTS, 6 GERARD WAY, Holyoke, MA, 01040, 42.207656, -72.644818, MA-1, John Olver (D), Edward Kennedy (D), John Kerry (D) 
JAYCEE PLACE, 22 BOWERS STREET, Lowell, MA, 01854, 42.648321, -71.323505, MA-5, Nicola Tsongas (D), Edward Kennedy (D), John Kerry (D) 
JOHN F KENNEDY APTS, 55 ESSEX STREET, Cambridge, MA, 02139, 42.366981, -71.101490, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
KENDRIGAN PLACE, 10 WINTER STREET, Quincy, MA, 02169, 42.242016, -70.980674, MA-10, William Delahunt (D), Edward Kennedy (D), John Kerry (D) 
KENSINGTON CT @ LAKEVILLE, 1 Commercial Drive, Lakeville, MA, 02347, 41.879512, -70.922176, MA-4, Barney Frank (D), Edward Kennedy (D), John Kerry (D) 
KIMBALL COURT APTS, 7 KIMBALL COURT, Woburn, MA, 01801, 42.502476, -71.167088, MA-7, Edward Markey (D), Edward Kennedy (D), John Kerry (D) 
KIMBALL COURT APTS II, 7 KIMBALL COURT, Woburn, MA, 01801, 42.502476, -71.167088, MA-7, Edward Markey (D), Edward Kennedy (D), John Kerry (D) 
KIMBALL COURT III, 7 KIMBALL COURT, Woburn, MA, 01801, 42.502476, -71.167088, MA-7, Edward Markey (D), Edward Kennedy (D), John Kerry (D) 
KING&#039;S LANDING, 1200 STATE ST, Brewster, MA, 02631, 41.754800, -70.066300, MA-10, William Delahunt (D), Edward Kennedy (D), John Kerry (D) 
KING&#039;S LYNNE, 115 OCALLAGHAN WAY, Lynn, MA, 01905, 42.468074, -70.985950, MA-6, John Tierney (D), Edward Kennedy (D), John Kerry (D) 
LACASSE APTS, 12 SARGEANT ST, Holyoke, MA, 01040, 42.195730, -72.606869, MA-1, John Olver (D), Edward Kennedy (D), John Kerry (D) 
LANDFALL APTS, 72 MARGINAL STREET, Boston - East Boston, MA, 02128, 42.366586, -71.038468, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
LANDFALL WEST, 401 BORDER STREET, Boston - East Boston, MA, 02128, 42.380938, -71.040006, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
LANDMARK AT FALL RIVER, 400 COLUMBIA STREET, Fall River, MA, 02721, 41.698647, -71.159866, MA-4, Barney Frank (D), Edward Kennedy (D), John Kerry (D) 
LANGHAM COURT, 26 WORCESTER ST, Boston - South End, MA, 02118, 42.338108, -71.076467, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
LATIN ACADEMY, 702 WASHINGTON ST, Boston - Dorchester, MA, 02124, 42.287116, -71.071009, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
LAWRENCEVILLE, 270 ROXBURY STREET, Boston - Roxbury, MA, 02119, 42.330231, -71.093947, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
LEBANON HILL, 39 THERESE AVE, Southbridge, MA, 01550, 42.064133, -72.034484, MA-2, Richard Neal (D), Edward Kennedy (D), John Kerry (D) 
LEEDS VILLAGE APTS, 260 N MAIN ST, Northampton, MA, 01062, 42.342245, -72.679917, MA-2, Richard Neal (D), Edward Kennedy (D), John Kerry (D) 
LINCOLN VILLAGE, 37 PLEASANT VALLEY DR, Worcester, MA, 01605, 42.299937, -71.774189, MA-3, James McGovern (D), Edward Kennedy (D), John Kerry (D) 
LINCOLN WOODS, 50 WELLS ROAD, Lincoln, MA, 01773, 42.416021, -71.323723, MA-7, Edward Markey (D), Edward Kennedy (D), John Kerry (D) 
LINWOOD COURT, 1 LINWOOD PLACE, Cambridge, MA, 02139, 42.367612, -71.096698, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
LITHGOW PROJECT, 14 LITHGOW ST, Boston - Dorchester, MA, 02124, 42.289566, -71.070660, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
LITTLEBROOK, 100 TOWER ST, Hudson, MA, 01749, 42.396718, -71.557881, MA-5, Nicola Tsongas (D), Edward Kennedy (D), John Kerry (D) 
LONGWOOD PLACE @ READING, 75 PEARL ST., Reading, MA, 01867, 42.530445, -71.099677, MA-6, John Tierney (D), Edward Kennedy (D), John Kerry (D) 
LORD MANOR, 321 PAWTUCKET ST, Lowell, MA, 01854, 42.648885, -71.327338, MA-5, Nicola Tsongas (D), Edward Kennedy (D), John Kerry (D) 
LORING TOWERS, 1000 LORING AVE, Salem, MA, 01970, 42.483938, -70.907439, MA-6, John Tierney (D), Edward Kennedy (D), John Kerry (D) 
LOUIS BARETT RESID, 147 WASHINGTON ST, Lynn, MA, 01902, 42.467586, -70.953157, MA-6, John Tierney (D), Edward Kennedy (D), John Kerry (D) 
LUCERNE GARDENS, 65 WINSTON RD, Boston - Dorchester, MA, 02124, 42.284679, -71.088816, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
MADISON PARK III, 122 DEWITT DRIVE, Boston - Roxbury, MA, 02120, 42.332774, -71.084709, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
MALDEN GARDENS, 510 MAIN ST, Malden, MA, 02148, 42.428187, -71.067099, MA-7, Edward Markey (D), Edward Kennedy (D), John Kerry (D) 
MANSFIELD MEADOWS, 12 BONNEY LANE, Mansfield, MA, 02048, 42.031553, -71.181076, MA-4, Barney Frank (D), Edward Kennedy (D), John Kerry (D) 
MAPLEWOOD PLACE, 295 BROADWAY, Malden, MA, 02148, 42.433423, -71.039042, MA-7, Edward Markey (D), Edward Kennedy (D), John Kerry (D) 
MARINER&#039;S HILL, 2093 OCEAN ST, Marshfield, MA, 02050, 42.091872, -70.715450, MA-10, William Delahunt (D), Edward Kennedy (D), John Kerry (D) 
MARLAND PLACE, 15 STEVENS ST, Andover, MA, 01810, 42.662653, -71.147318, MA-5, Nicola Tsongas (D), Edward Kennedy (D), John Kerry (D) 
MARTENSEN VILLAGE, 115 MARTENSEN ST, Quincy, MA, 02169, 42.242851, -70.989393, MA-10, William Delahunt (D), Edward Kennedy (D), John Kerry (D) 
MASHPEE VILLAGE, 1 WAMPANOAG DRIVE, Mashpee, MA, 02649, 41.620720, -70.502343, MA-10, William Delahunt (D), Edward Kennedy (D), John Kerry (D) 
MASS MILLS I, 150 MASSMILLS DR, Lowell, MA, 01852, 42.646619, -71.306188, MA-5, Nicola Tsongas (D), Edward Kennedy (D), John Kerry (D) 
MASS MILLS II, 150 MASSMILLS DR, Lowell, MA, 01852, 42.646619, -71.306188, MA-5, Nicola Tsongas (D), Edward Kennedy (D), John Kerry (D) 
MATTAPAN HEIGHTS II, 217 RIVER ST, Boston - Mattapan, MA, 02126, 42.273301, -71.083242, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
MATTAPAN HEIGHTS III, 227 RIVER STREET, Boston - Mattapan, MA, 02126, 42.273301, -71.083242, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
MAVERICK LANDING I, 31 Liverpool Street, Boston - East Boston, MA, 02128, 42.371486, -71.041517, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
MAVERICK LANDING II, 31 Liverpool Street, Boston - East Boston, MA, 02128, 42.371486, -71.041517, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
MAVERICK LANDING III, 31 Liverpool Street, Boston - East Boston, MA, 02128, 42.371486, -71.041517, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
MAVERICK LANDING IV, 31 Liverpool Street, Boston - East Boston, MA, 02128, 42.371486, -71.041517, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
MEADOWBROOK, 491 BRIDGE ROAD, Northampton, MA, 01062, 42.341193, -72.660871, MA-2, Richard Neal (D), Edward Kennedy (D), John Kerry (D) 
MEADOWS AT BRICK KILN, 82 BRICK KILN ROAD, Chelmsford, MA, 01824, 42.596987, -71.304819, MA-5, Nicola Tsongas (D), Edward Kennedy (D), John Kerry (D) 
MERCANTILE BLDG, 111 ATLANTIC AVENUE, Boston - Waterfront, MA, 02110, 42.361320, -71.051358, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
METROPOLITAN RENTAL, 1 NASSAU STREET, Boston - Chinatown, MA, 02111, 42.348580, -71.062941, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
MIDDLEBURY ARMS, 89 E GROVE ST, Middleborough, MA, 02346, 41.879332, -70.898084, MA-4, Barney Frank (D), Edward Kennedy (D), John Kerry (D) 
MILL HOUSE, 75 WELLS ST, Greenfield, MA, 01301, 42.591030, -72.605529, MA-1, John Olver (D), Edward Kennedy (D), John Kerry (D) 
MILL VALLEY ESTATES, 420 RIVERGLADE DR, Amherst, MA, 01002, 42.347267, -72.526043, MA-1, John Olver (D), Edward Kennedy (D), John Kerry (D) 
MILLFALLS APARTMENTS, 51 OSGOOD STREET, Methuen, MA, 01844, 42.726366, -71.189270, MA-5, Nicola Tsongas (D), Edward Kennedy (D), John Kerry (D) 
MISSION MAIN I, 42 SMITH STREET, Boston - Mission Hill, MA, 02120, 42.333476, -71.098302, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
MISSION TOWERS, 180 WATER ST, Haverhill, MA, 01830, 42.774691, -71.070496, MA-5, Nicola Tsongas (D), Edward Kennedy (D), John Kerry (D) 
MOORINGS AT SQUANTUM I, 400 E Squantum Street, Quincy, MA, 02171, 42.288070, -71.023227, MA-10, William Delahunt (D), Edward Kennedy (D), John Kerry (D) 
MOORINGS AT SQUANTUM II, 400 E Squantum St, Quincy, MA, 02171, 42.288070, -71.023227, MA-10, William Delahunt (D), Edward Kennedy (D), John Kerry (D) 
MORGAN WOODS, 1 12TH ST SOUTH /JERNEGAN AVE, Edgartown, MA, 02539, 0.000000, 0.000000, , , ,  
MUSEUM SQUARE, 2 MUSEUM SQUARE, Lawrence, MA, 01840, 42.706797, -71.156737, MA-5, Nicola Tsongas (D), Edward Kennedy (D), John Kerry (D) 
MYSTIC VALLEY TWRS, 3600 MYSTIC VALLEY PKWY, Medford, MA, 02155, 42.410215, -71.095814, MA-7, Edward Markey (D), Edward Kennedy (D), John Kerry (D) 
NAZING COURT, 224-236 SEAVER STREET, Boston - N Dorchester, MA, 02121, 42.306911, -71.087708, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
NEW GIRLS LATIN ACAD II, 380 TALBOT AVENUE, Boston - Dorchester, MA, 02124, 42.290343, -71.069817, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
NEWCASTLE/SARANAC, 599 COLUMBUS AVE, Boston - South End, MA, 02118, 42.340465, -71.082674, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
NO STOUGHTON VILLAGE, 27 PAGE TER, Stoughton, MA, 02072, 42.151728, -71.075751, MA-9, Stephen Lynch (D), Edward Kennedy (D), John Kerry (D) 
NORSTIN, 51 NORFOLK ST, Cambridge, MA, 02139, 42.365484, -71.101268, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
NORTH VILLAGE AT WEBSTER, 18A CRYSTAL ST, Webster, MA, 01570, 42.061668, -71.872355, MA-2, Richard Neal (D), Edward Kennedy (D), John Kerry (D) 
NORTHEAST APTS, 9 N EAST ST, Holyoke, MA, 01040, 42.207663, -72.598055, MA-1, John Olver (D), Edward Kennedy (D), John Kerry (D) 
NORTHERN HEIGHTS, 769 MAIN ST, Springfield, MA, 01105, 42.096491, -72.581895, MA-2, Richard Neal (D), Edward Kennedy (D), John Kerry (D) 
NORTHRIDGE HOMES, 81 NORTHRIDGE RD, Beverly, MA, 01915, 42.570973, -70.877108, MA-6, John Tierney (D), Edward Kennedy (D), John Kerry (D) 
OAK HILL, 467 CRANE AVENUE, Pittsfield, MA, 01201, 42.475364, -73.222275, MA-1, John Olver (D), Edward Kennedy (D), John Kerry (D) 
OAK TERRACE, 888 WASHINGTON ST., Boston - Chinatown, MA, 02111, 42.348290, -71.063899, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
OAK WOODS, A101 OAK WOODS, Bellingham, MA, 02019, 0.000000, 0.000000, , , ,  
OLDE DERBY VILLAGE, 4 OLDE DERBY ROAD, Norwood, MA, 02062, 42.179008, -71.223845, MA-9, Stephen Lynch (D), Edward Kennedy (D), John Kerry (D) 
ORCHARD HILL, 220 ORCHARD HILL, Oxford, MA, 01540, 42.105885, -71.834584, MA-2, Richard Neal (D), Edward Kennedy (D), John Kerry (D) 
ORCHARD HILL AT SUDBURY, 761 BOSTON POST ROAD, Sudbury, MA, 01776, 42.359762, -71.451727, MA-5, Nicola Tsongas (D), Edward Kennedy (D), John Kerry (D) 
OXFORD HOUSE @ QUEENEY SQ, 182 CHURCH ST, Clinton, MA, 01510, 42.417503, -71.685064, MA-3, James McGovern (D), Edward Kennedy (D), John Kerry (D) 
PARKER HILL APTS, 170 PARKER HILL AVE, Boston - Mission Hill, MA, 02120, 42.329578, -71.104122, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
PARMELEE COURT, 1776 WASHINGTON ST, Boston - South End, MA, 02118, 42.336201, -71.077357, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
PAUL REVERE COURT, 190 NORTH ST, Boston - North End, MA, 02113, 42.363286, -71.053874, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
PELHAM I APARTMENTS, 75 SECOND STREET, Framingham, MA, 01702, 42.277500, -71.399456, MA-7, Edward Markey (D), Edward Kennedy (D), John Kerry (D) 
PEQUOT HIGHLANDS, 12 FIRST STREET, Salem, MA, 01970, 42.502463, -70.916088, MA-6, John Tierney (D), Edward Kennedy (D), John Kerry (D) 
PERRY STREET, 223 PERRY STREET, Lowell, MA, 01852, 42.635368, -71.299734, MA-5, Nicola Tsongas (D), Edward Kennedy (D), John Kerry (D) 
PHOENIX APARTMENTS, 18 HAMILTON STREET, Holyoke, MA, 01040, 42.196932, -72.605820, MA-1, John Olver (D), Edward Kennedy (D), John Kerry (D) 
PILOT GROVE HILL, 11 WARREN ROAD, Stow, MA, 01775, 42.439395, -71.500917, MA-5, Nicola Tsongas (D), Edward Kennedy (D), John Kerry (D) 
PINE COMMONS, 755 OAK STREET, Brockton, MA, 02301, 42.101091, -71.058133, MA-9, Stephen Lynch (D), Edward Kennedy (D), John Kerry (D) 
PINE CREST, 419 EAST RIVER ST, Orange, MA, 01364, 42.580655, -72.288494, MA-1, John Olver (D), Edward Kennedy (D), John Kerry (D) 
PINE GARDENS, 755 OAK STREET, Brockton, MA, 02301, 42.101091, -71.058133, MA-9, Stephen Lynch (D), Edward Kennedy (D), John Kerry (D) 
PINE GROVE, 240 HIGH STREET, Taunton, MA, 02780, 41.894834, -71.085207, MA-4, Barney Frank (D), Edward Kennedy (D), John Kerry (D) 
PINE GROVE VILLAGE, 1 JUDGES RD, Lexington, MA, 02421, 42.451182, -71.235441, MA-7, Edward Markey (D), Edward Kennedy (D), John Kerry (D) 
PLANTATION TOWER, 501 PLANTATION ST, Worcester, MA, 01605, 42.285256, -71.764837, MA-3, James McGovern (D), Edward Kennedy (D), John Kerry (D) 
PLEASANT PLAZA, 36 DARTMOUTH STREET, Malden, MA, 02148, 42.427346, -71.069012, MA-7, Edward Markey (D), Edward Kennedy (D), John Kerry (D) 
POND SIDE AT LITTLETON, 147 KING ST, Littleton, MA, 01460, 42.539277, -71.504051, MA-5, Nicola Tsongas (D), Edward Kennedy (D), John Kerry (D) 
POWDERMILL VILLAGE, 126 UNION ST, Westfield, MA, 01085, 42.129171, -72.731565, MA-1, John Olver (D), Edward Kennedy (D), John Kerry (D) 
PRANG ESTATES, 29 CENTRE ST., Boston - Roxbury, MA, 02119, 42.329692, -71.093141, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
PRESERVE, THE, 1 PROVIDENCE HIGHWAY, Walpole, MA, 02081, 42.137725, -71.220538, MA-4, Barney Frank (D), Edward Kennedy (D), John Kerry (D) 
PRINCETON AT BOSTON ROAD, 495R BOSTON ROAD, Billerica, MA, 01821, 42.550358, -71.262912, MA-5, Nicola Tsongas (D), Edward Kennedy (D), John Kerry (D) 
PRINCETON COMMONS, 1 TECHNOLOGY DRIVE, Chelmsford, MA, 01863, 42.627436, -71.368032, MA-5, Nicola Tsongas (D), Edward Kennedy (D), John Kerry (D) 
PRINCETON CROSSING APTS., 12 HERITAGE DRIVE, Salem, MA, 01970, 42.513202, -70.907823, MA-6, John Tierney (D), Edward Kennedy (D), John Kerry (D) 
PROVIDENCE HOUSE, 180 COREY ROAD, Boston - Brighton, MA, 02135, 42.343646, -71.139643, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
PUTNAM SQUARE, 2 MT AUBURN ST., Cambridge, MA, 02138, 42.369850, -71.113540, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
QUINCY TOWER, 5 OAK ST., Boston - Chinatown, MA, 02111, 42.380048, -71.069309, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
REDWOOD TERRACE, 451 BLACKBROOK DRIVE, Lowell, MA, 01851, 0.000000, 0.000000, , , ,  
REGENCY TOWERS I, 800 PLEASANT STREET, New Bedford, MA, 02740, 41.637457, -70.927161, MA-4, Barney Frank (D), Edward Kennedy (D), John Kerry (D) 
RESIDENCES @ WESTBORO STA, 100 CHARLESTWN MD DR, Westborough, MA, 01581, 0.000000, 0.000000, , , ,  
RIVER PLACE TOWERS, 1 RIVER PLACE, Lowell, MA, 01852, 42.648928, -71.312249, MA-5, Nicola Tsongas (D), Edward Kennedy (D), John Kerry (D) 
RIVER&#039;S EDGE APARTMENTS, 1 WATER ST, Haverhill, MA, 01830, 42.775082, -71.076578, MA-5, Nicola Tsongas (D), Edward Kennedy (D), John Kerry (D) 
RIVERBOAT VILLAGE, 173 RIVERBOAT VILL., South Hadley, MA, 01075, 0.000000, 0.000000, , , ,  
RIVERVIEW MEADOWS, 1 MEADOW DRIVE, Raynham, MA, 02767, 41.897520, -71.034569, MA-4, Barney Frank (D), Edward Kennedy (D), John Kerry (D) 
RIVERVIEW TOWERS, 301 MILLIKEN BLVD, Fall River, MA, 02721, 41.699286, -71.160285, MA-4, Barney Frank (D), Edward Kennedy (D), John Kerry (D) 
ROCKINGHAM GLEN, 30 ROCKINGHAM AVE, Boston - West Roxbury, MA, 02132, 42.264823, -71.156108, MA-9, Stephen Lynch (D), Edward Kennedy (D), John Kerry (D) 
ROCKLEDGE APTS, 11 BARTLEY ST., Wakefield, MA, 01880, 42.497692, -71.076802, MA-6, John Tierney (D), Edward Kennedy (D), John Kerry (D) 
ROLLING GREEN-AMHERST, 1A ROLLING GREEN DR, Amherst, MA, 01002, 42.361794, -72.487791, MA-1, John Olver (D), Edward Kennedy (D), John Kerry (D) 
ROLLING GREEN-MILFORD, 1 ROLLING GREEN DR, Milford, MA, 01757, 42.162682, -71.535831, MA-2, Richard Neal (D), Edward Kennedy (D), John Kerry (D) 
ROLLINS SQUARE APARTMENTS, 2 ROLLINS STREET, Boston - South End, MA, 02118, 42.341501, -71.067716, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
ROLLINS SQUARE CONDO, 1296 WASHINGTON ST, Boston - South End, MA, 02118, 42.342015, -71.068074, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
ROXBURY CORNERS, 1776 WASHINGTON ST., Boston - Roxbury, MA, 02118, 42.336201, -71.077357, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
S.S.C.R.II-BRIDGEWATER, 1130 PLYMOUTH STREET, Bridgewater, MA, 02324, 41.993568, -70.936433, MA-9, Stephen Lynch (D), Edward Kennedy (D), John Kerry (D) 
S.S.C.R.II-MATTAPOISETT, 18 RANDALL ROAD, Mattapoisett, MA, 02739, 41.665646, -70.792614, MA-4, Barney Frank (D), Edward Kennedy (D), John Kerry (D) 
S.S.C.R.II-STOUGHTON, 145 LUCAS DRIVE, Stoughton, MA, 02072, 42.099895, -71.094812, MA-9, Stephen Lynch (D), Edward Kennedy (D), John Kerry (D) 
SEMASS HOUSING I-RAYNHAM, 36 THIELS WAY, Raynham, MA, 02767, 41.946009, -71.072515, MA-4, Barney Frank (D), Edward Kennedy (D), John Kerry (D) 
SEMASS HOUSING I-SOMERSET, 193 WESTHILL AVE., Somerset, MA, 02726, 41.729991, -71.157503, MA-3, James McGovern (D), Edward Kennedy (D), John Kerry (D) 
SEMASS HOUSING I-TAUNTON, 669 DIGHTON AVE., Taunton, MA, 02780, 41.869569, -71.119978, MA-4, Barney Frank (D), Edward Kennedy (D), John Kerry (D) 
SETON MANOR, 200 COREY ROAD, Boston - Brighton, MA, 02135, 42.344230, -71.139478, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
SHIPS WATCH, 4001 NORTH MAIN ST, Fall River, MA, 02720, 41.748982, -71.124317, MA-4, Barney Frank (D), Edward Kennedy (D), John Kerry (D) 
SKYLINE DRIVE I, 100 SKYLINE DRIVE, Braintree, MA, 02184, 42.234615, -70.982005, MA-9, Stephen Lynch (D), Edward Kennedy (D), John Kerry (D) 
SKYLINE DRIVE II, 100 SKYLINE DRIVE, Braintree, MA, 02184, 42.234615, -70.982005, MA-9, Stephen Lynch (D), Edward Kennedy (D), John Kerry (D) 
SKYLINE DRIVE III, 100 SKYLINE DRIVE, Braintree, MA, 02184, 42.234615, -70.982005, MA-9, Stephen Lynch (D), Edward Kennedy (D), John Kerry (D) 
SMITH HOUSE, 757 SHAWMUT AVE, Boston - Roxbury, MA, 02119, 42.332116, -71.084494, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
SOLEMAR APTS, 26 SEA BREEZE DRIVE, Dartmouth, MA, 02748, 41.599093, -70.935765, MA-4, Barney Frank (D), Edward Kennedy (D), John Kerry (D) 
SOUTH HOLYOKE HOUSING, 16 CABOT STREET, Holyoke, MA, 01040, 42.197512, -72.604200, MA-1, John Olver (D), Edward Kennedy (D), John Kerry (D) 
SOUTH SHORE-EASTON, 1 ROLLINS ROAD, Easton, MA, 02375, 42.019158, -71.131860, MA-9, Stephen Lynch (D), Edward Kennedy (D), John Kerry (D) 
SOUTH SHORE-PEMBROKE, 54 BRICK KILN LN, Pembroke, MA, 02359, 42.105796, -70.798220, MA-10, William Delahunt (D), Edward Kennedy (D), John Kerry (D) 
SOUTHWINDS, 24 ROLLING GREEN DR, Fall River, MA, 02720, 41.757512, -71.119502, MA-4, Barney Frank (D), Edward Kennedy (D), John Kerry (D) 
SPRING GATE / ROCKLAND PL, 52 HANNAH WAY, Rockland, MA, 02370, 42.117873, -70.912467, MA-10, William Delahunt (D), Edward Kennedy (D), John Kerry (D) 
SPRING HILL APTS, 94 RIFLE STREET, Springfield, MA, 01105, 42.095545, -72.564749, MA-2, Richard Neal (D), Edward Kennedy (D), John Kerry (D) 
ST STEPHEN&#039;S TOWER, 25 PLEASANT ST, Lynn, MA, 01902, 42.462604, -70.953668, MA-6, John Tierney (D), Edward Kennedy (D), John Kerry (D) 
STONE BROOK FARM, 1 FARMS DRIVE, Burlington, MA, 01803, 42.502865, -71.191238, MA-6, John Tierney (D), Edward Kennedy (D), John Kerry (D) 
STRATTON HILL, 161 W MOUNTAIN ST., Worcester, MA, 01606, 42.326833, -71.802231, MA-3, James McGovern (D), Edward Kennedy (D), John Kerry (D) 
SUMMER HILL GLEN, 121 SUMMER HILL GLEN, Maynard, MA, 01754, 42.433218, -71.459268, MA-5, Nicola Tsongas (D), Edward Kennedy (D), John Kerry (D) 
SUSAN S BAILIS ASST LIVNG, 352 MASS AVE, Boston - Fenway, MA, 02115, 42.341446, -71.101979, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
TAUNTON WOODS, 840 COUNTY ST, Taunton, MA, 02780, 41.879932, -71.064690, MA-4, Barney Frank (D), Edward Kennedy (D), John Kerry (D) 
TAURUS APARTMENTS, 120 HUMBOLDT AVE, Boston - Dorchester, MA, 02121, 42.315991, -71.086746, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
TDC III, 400 MASS AVE, Boston - South End, MA, 02115, 42.307372, -71.115477, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
TENT CITY, 434 MASSACHUSETTS AV, Boston - South End, MA, 02118, 42.340809, -71.081980, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
THE BROWNSTONES, 115 APPLETON ST, Boston - South End, MA, 02116, 42.345389, -71.074403, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
THE CHESTER, 521 MASSACHUSETTS AVE, Boston - South End, MA, 02118, 42.338778, -71.080140, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
THE MILLERY, 99 RANTOUL ST, Beverly, MA, 01915, 42.544717, -70.884874, MA-6, John Tierney (D), Edward Kennedy (D), John Kerry (D) 
THE ROYAL WORCESTER, 45 GRAND ST, Worcester, MA, 01610, 42.249473, -71.818947, MA-3, James McGovern (D), Edward Kennedy (D), John Kerry (D) 
THE TANNERY, 18 CROWNINSHIELD ST, Peabody, MA, 01960, 42.528071, -70.931972, MA-6, John Tierney (D), Edward Kennedy (D), John Kerry (D) 
THE VILLAGE AT BROOKLINE, 72 PEARL ST, Brookline, MA, 02445, 42.332986, -71.114458, MA-4, Barney Frank (D), Edward Kennedy (D), John Kerry (D) 
TRADITIONS OF DEDHAM, 735 WASHINGTON ST, Dedham, MA, 02026, 42.237160, -71.182381, MA-9, Stephen Lynch (D), Edward Kennedy (D), John Kerry (D) 
